re_type,adv_bed,adv_bath,adv_park,pool,elevator,bbq,balcony,leisure,adv_size,district,adv_sale
apartment,3.0,3.0,2.0,True,True,True,True,True,92.0,Neopolis,420000.0
apartment,3.0,5.0,3.0,True,True,True,False,True,143.0,Lagoa Nova,850000.0
apartment,3.0,5.0,2.0,True,True,False,True,False,123.0,Candelaria,650000.0
apartment,2.0,2.0,1.0,True,True,True,False,True,67.0,Pitimbu,260000.0
apartment,2.0,2.0,1.0,True,True,True,True,False,52.0,Ponta Negra,185000.0
apartment,3.0,3.0,2.0,True,False,True,False,True,113.0,Lagoa Nova,600000.0
apartment,2.0,1.0,1.0,False,False,False,False,True,51.0,sept Rosado,80000.0
apartment,3.0,2.0,2.0,False,False,False,True,False,90.0,Tirol,260000.0
apartment,3.0,3.0,3.0,True,True,True,False,True,136.0,Lagoa Nova,795000.0
apartment,3.0,1.0,2.0,True,True,True,True,True,76.0,Capim Macio,465000.0
apartment,3.0,4.0,3.0,True,True,True,False,True,224.0,Tirol,750000.0
apartment,3.0,2.0,2.0,False,False,False,False,False,106.0,Barro Vermelho,340000.0
apartment,1.0,1.0,1.0,False,False,False,False,False,63.0,Lagoa Nova,130000.0
apartment,3.0,3.0,2.0,True,True,True,True,True,96.0,Tirol,670000.0
apartment,3.0,5.0,3.0,True,True,True,False,False,143.0,Lagoa Nova,730000.0
apartment,4.0,6.0,3.0,True,True,False,True,True,222.0,Tirol,1950000.0
apartment,3.0,4.0,1.0,False,True,False,False,True,140.0,Petropolis,250000.0
apartment,4.0,6.0,4.0,True,True,True,True,True,333.0,Petropolis,1650000.0
apartment,3.0,3.0,7.0,True,True,False,False,True,75.0,Lagoa Nova,410000.0
apartment,4.0,3.0,3.0,True,True,True,False,True,160.0,Lagoa Nova,800000.0
apartment,3.0,2.0,2.0,False,False,False,False,False,101.0,Lagoa Nova,164900.0
apartment,2.0,2.0,2.0,True,False,False,False,True,70.0,Lagoa Nova,180000.0
apartment,2.0,1.0,1.0,True,True,True,True,True,49.0,Pitimbu,190000.0
apartment,2.0,2.0,1.0,True,True,False,False,True,56.0,Ponta Negra,160000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,141.0,Capim Macio,590000.0
apartment,3.0,3.0,2.0,True,True,True,True,True,83.0,Lagoa Nova,380000.0
apartment,3.0,4.0,2.0,True,True,True,False,True,142.0,Capim Macio,750000.0
apartment,4.0,4.0,1.0,True,True,True,False,True,282.0,Areia Preta,2600000.0
apartment,2.0,2.0,1.0,True,False,True,False,True,63.0,Planalto,110000.0
apartment,2.0,2.0,1.0,True,False,True,True,True,56.0,Planalto,90000.0
apartment,3.0,1.0,1.0,False,False,False,False,False,80.0,Barro Vermelho,245000.0
apartment,2.0,1.0,1.0,True,True,True,False,True,51.0,Pitimbu,147900.0
apartment,2.0,1.0,1.0,True,True,True,False,True,54.0,Lagoa Nova,224900.0
apartment,3.0,4.0,2.0,True,True,True,True,True,114.0,Lagoa Nova,690000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,97.0,Lagoa Nova,410000.0
apartment,3.0,2.0,1.0,True,True,True,False,True,89.0,Areia Preta,340000.0
apartment,2.0,2.0,1.0,True,False,True,False,True,55.0,Tirol,220000.0
apartment,3.0,5.0,3.0,False,True,False,False,True,178.0,Tirol,650000.0
apartment,3.0,5.0,3.0,True,True,True,True,True,145.0,Tirol,980000.0
apartment,3.0,1.0,1.0,False,False,False,False,False,60.0,Capim Macio,115000.0
apartment,4.0,3.0,2.0,False,True,False,False,False,94.0,Tirol,380000.0
apartment,3.0,2.0,2.0,False,False,False,False,False,78.0,Neopolis,295000.0
apartment,3.0,4.0,2.0,True,False,True,False,False,123.0,Capim Macio,650000.0
apartment,2.0,2.0,1.0,True,True,True,True,True,59.0,Tirol,330000.0
apartment,2.0,2.0,1.0,True,True,True,False,True,52.0,Candelaria,230000.0
apartment,4.0,5.0,4.0,True,True,True,True,True,196.0,Capim Macio,1400000.0
apartment,4.0,4.0,3.0,True,True,True,False,True,171.0,Tirol,850000.0
apartment,4.0,5.0,2.0,True,True,False,False,False,243.0,Capim Macio,700000.0
apartment,2.0,2.0,1.0,True,True,True,True,True,54.0,de Nazare,229500.0
apartment,4.0,5.0,3.0,True,True,True,True,True,279.0,Petropolis,840000.0
apartment,3.0,3.0,2.0,True,True,True,False,True,90.0,Lagoa Nova,550000.0
apartment,3.0,5.0,2.0,True,True,False,False,True,119.0,Lagoa Nova,590000.0
apartment,2.0,2.0,2.0,True,True,False,True,True,55.0,Tirol,280000.0
apartment,4.0,5.0,4.0,True,True,True,True,True,280.0,Areia Preta,2275000.0
apartment,3.0,1.0,2.0,True,True,True,False,True,141.0,Capim Macio,850000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,96.0,Candelaria,530000.0
apartment,3.0,5.0,2.0,False,False,False,False,False,123.0,Candelaria,500000.0
apartment,3.0,4.0,3.0,True,True,True,False,True,136.0,Candelaria,750000.0
apartment,4.0,3.0,1.0,False,True,False,False,False,140.0,Petropolis,450000.0
apartment,3.0,3.0,2.0,True,True,True,False,True,95.0,Lagoa Nova,490000.0
apartment,3.0,3.0,3.0,True,True,False,False,True,156.0,Lagoa Nova,750000.0
apartment,2.0,2.0,1.0,True,True,True,False,True,55.0,Ponta Negra,175000.0
apartment,2.0,1.0,2.0,True,False,True,False,True,76.0,Barro Vermelho,439900.0
apartment,1.0,1.0,1.0,True,True,True,False,True,30.0,Ponta Negra,130000.0
apartment,4.0,4.0,3.0,False,True,False,False,True,200.0,Ribeira,900000.0
apartment,2.0,3.0,1.0,False,False,False,False,False,80.0,Cidade Alta,190000.0
apartment,2.0,3.0,1.0,True,False,True,False,True,65.0,Areia Preta,330000.0
apartment,3.0,2.0,1.0,False,False,False,False,False,100.0,Cidade Alta,330000.0
apartment,3.0,3.0,2.0,True,True,True,False,True,120.0,Lagoa Nova,520000.0
apartment,5.0,5.0,3.0,True,True,True,False,True,253.0,Candelaria,1080000.0
apartment,2.0,1.0,1.0,True,True,True,False,True,64.0,Candelaria,270000.0
apartment,3.0,5.0,4.0,True,False,True,True,True,160.0,Lagoa Nova,1050000.0
apartment,3.0,4.0,4.0,False,False,False,False,False,240.0,Areia Preta,1700000.0
apartment,3.0,2.0,2.0,True,True,False,False,True,89.0,Tirol,480000.0
apartment,2.0,2.0,1.0,True,False,True,False,True,53.0,Planalto,130000.0
apartment,2.0,2.0,1.0,True,True,True,True,False,56.0,Pitimbu,199000.0
apartment,3.0,1.0,2.0,True,True,True,False,True,243.0,Tirol,650000.0
apartment,2.0,2.0,1.0,False,True,True,False,True,76.0,Candelaria,240000.0
apartment,4.0,4.0,3.0,True,True,True,False,True,225.0,Areia Preta,1350000.0
apartment,3.0,1.0,2.0,True,True,False,True,True,84.0,Tirol,470000.0
apartment,4.0,4.0,5.0,True,True,True,True,True,264.0,Lagoa Nova,1585000.0
apartment,3.0,3.0,2.0,True,True,True,False,True,87.0,Candelaria,390000.0
apartment,4.0,1.0,3.0,True,False,False,False,True,187.0,Tirol,1030000.0
apartment,2.0,2.0,1.0,True,True,True,True,True,58.0,Pitimbu,200000.0
apartment,3.0,5.0,3.0,True,True,True,False,True,205.0,Tirol,600000.0
apartment,3.0,3.0,2.0,False,False,False,True,False,96.0,Lagoa Nova,175000.0
apartment,3.0,3.0,2.0,True,True,True,False,False,96.0,Lagoa Nova,430000.0
apartment,2.0,2.0,1.0,True,True,True,True,False,56.0,Lagoa Nova,215000.0
apartment,5.0,2.0,3.0,True,True,True,True,True,282.0,Areia Preta,2300000.0
apartment,5.0,7.0,5.0,True,True,True,True,True,480.0,Petropolis,5300000.0
apartment,4.0,6.0,3.0,True,True,True,True,True,165.0,Tirol,1199000.0
apartment,2.0,2.0,1.0,True,False,True,False,True,55.0,Tirol,270000.0
apartment,4.0,2.0,2.0,False,True,False,True,True,196.0,Barro Vermelho,460000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,98.0,Tirol,425000.0
apartment,2.0,2.0,1.0,True,False,True,False,True,57.0,Candelaria,320000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,100.0,Tirol,415000.0
apartment,3.0,3.0,2.0,False,True,True,True,True,150.0,Tirol,400000.0
apartment,3.0,2.0,2.0,False,True,True,False,True,90.0,Candelaria,260000.0
apartment,2.0,1.0,2.0,True,True,True,False,True,59.0,Barro Vermelho,249000.0
apartment,2.0,2.0,1.0,True,False,True,False,True,55.0,Tirol,270000.0
apartment,4.0,2.0,2.0,False,True,False,True,True,196.0,Barro Vermelho,460000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,98.0,Tirol,425000.0
apartment,2.0,2.0,1.0,True,False,True,False,True,57.0,Candelaria,320000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,100.0,Tirol,415000.0
apartment,3.0,3.0,2.0,False,True,True,True,True,150.0,Tirol,400000.0
apartment,3.0,2.0,2.0,False,True,True,False,True,90.0,Candelaria,260000.0
apartment,2.0,1.0,2.0,True,True,True,False,True,59.0,Barro Vermelho,249000.0
apartment,3.0,5.0,3.0,True,True,True,False,True,200.0,Lagoa Nova,750000.0
apartment,3.0,3.0,2.0,False,True,False,False,False,80.0,Barro Vermelho,199000.0
apartment,3.0,2.0,2.0,True,True,True,True,True,90.0,Lagoa Nova,380000.0
apartment,2.0,2.0,1.0,True,False,True,False,False,66.0,Capim Macio,200000.0
apartment,5.0,6.0,4.0,True,True,True,True,True,295.0,Tirol,2250000.0
apartment,3.0,3.0,2.0,True,True,True,False,True,98.0,Tirol,609900.0
apartment,2.0,1.0,1.0,True,True,True,False,True,51.0,Pitimbu,145000.0
apartment,3.0,5.0,3.0,False,True,True,False,True,136.0,Candelaria,684300.0
apartment,2.0,2.0,1.0,True,True,False,True,False,55.0,Ponta Negra,450000.0
apartment,2.0,1.0,1.0,True,False,False,False,True,67.0,Capim Macio,165000.0
apartment,4.0,2.0,2.0,True,True,True,False,True,120.0,Capim Macio,645000.0
apartment,2.0,1.0,2.0,True,True,True,False,False,84.0,Ponta Negra,450000.0
apartment,4.0,4.0,3.0,True,True,True,False,True,164.0,Lagoa Nova,950000.0
apartment,4.0,6.0,2.0,True,True,True,False,True,235.0,Tirol,735000.0
apartment,3.0,3.0,2.0,True,True,False,False,True,118.0,Lagoa Nova,650000.0
apartment,1.0,1.0,1.0,False,False,True,False,False,40.0,Ponta Negra,99000.0
apartment,2.0,1.0,1.0,True,True,True,True,True,55.0,Capim Macio,270000.0
apartment,2.0,2.0,1.0,True,True,True,True,True,55.0,Pitimbu,210000.0
apartment,2.0,2.0,1.0,True,True,True,False,True,56.0,Neopolis,235000.0
apartment,4.0,5.0,3.0,True,True,True,True,True,192.0,Areia Preta,790000.0
apartment,4.0,3.0,2.0,True,True,True,True,True,166.0,Lagoa Nova,720000.0
apartment,3.0,5.0,3.0,True,True,True,True,True,165.0,Tirol,1299000.0
apartment,3.0,2.0,1.0,False,True,True,False,True,107.0,Lagoa Nova,230000.0
apartment,4.0,6.0,4.0,False,True,False,True,False,235.0,Tirol,880000.0
apartment,4.0,3.0,2.0,True,True,True,False,True,130.0,Tirol,800000.0
apartment,2.0,1.0,1.0,True,True,True,False,True,55.0,Lagoa Nova,287000.0
apartment,3.0,5.0,3.0,True,True,True,True,True,140.0,Tirol,656000.0
apartment,3.0,3.0,2.0,True,True,True,True,True,101.0,Ponta Negra,560000.0
apartment,4.0,6.0,4.0,True,True,True,True,True,300.0,Tirol,900000.0
apartment,3.0,4.0,2.0,True,True,True,True,True,113.0,Lagoa Nova,520000.0
apartment,4.0,5.0,2.0,True,True,True,True,True,242.0,Tirol,700000.0
apartment,4.0,5.0,3.0,True,True,True,True,True,130.0,Lagoa Nova,720000.0
apartment,4.0,3.0,10.0,False,False,False,False,False,100.0,Lagoa Nova,200000.0
apartment,2.0,2.0,1.0,True,True,True,True,True,67.0,Neopolis,269000.0
apartment,3.0,2.0,2.0,False,False,False,False,False,88.0,Candelaria,345000.0
apartment,4.0,1.0,2.0,True,True,True,True,True,191.0,Tirol,630000.0
apartment,2.0,2.0,1.0,False,False,False,False,False,55.0,Ponta Negra,210000.0
apartment,4.0,5.0,4.0,True,True,True,True,True,280.0,Areia Preta,1750000.0
apartment,2.0,2.0,2.0,True,True,True,False,True,56.0,Pitimbu,185000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,98.0,Tirol,490000.0
apartment,3.0,2.0,2.0,False,False,False,False,False,88.0,Tirol,539000.0
apartment,4.0,2.0,1.0,False,False,False,False,False,282.0,Areia Preta,2515195.0
apartment,3.0,2.0,2.0,True,True,True,False,True,96.0,Pitimbu,360000.0
apartment,3.0,3.0,2.0,True,True,True,False,True,118.0,Lagoa Nova,630000.0
apartment,3.0,3.0,2.0,True,True,True,False,True,94.0,Capim Macio,460000.0
apartment,3.0,3.0,3.0,True,True,True,True,True,114.0,Neopolis,450000.0
apartment,2.0,1.0,1.0,False,False,True,False,True,50.0,Pitimbu,125000.0
apartment,3.0,5.0,4.0,True,True,True,True,True,208.0,Tirol,1750000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,92.0,Lagoa Nova,500000.0
apartment,3.0,3.0,2.0,True,True,False,False,True,87.0,Candelaria,450000.0
apartment,3.0,3.0,3.0,True,True,True,False,True,142.0,Lagoa Nova,950000.0
apartment,2.0,1.0,1.0,False,False,False,False,False,55.0,Neopolis,175000.0
apartment,3.0,3.0,2.0,False,False,False,True,False,100.0,Tirol,650000.0
apartment,2.0,1.0,1.0,True,True,True,True,True,89.0,Areia Preta,290000.0
apartment,2.0,2.0,1.0,False,False,False,False,False,75.0,Morro Branco,270000.0
apartment,2.0,2.0,1.0,True,True,False,False,False,55.0,Barro Vermelho,260000.0
apartment,4.0,1.0,3.0,True,True,True,True,True,156.0,Candelaria,700000.0
apartment,2.0,3.0,1.0,False,False,False,False,False,70.0,Candelaria,120000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,98.0,Tirol,580000.0
apartment,3.0,5.0,4.0,True,False,True,True,False,300.0,Lagoa Nova,800000.0
apartment,3.0,1.0,2.0,False,False,False,False,False,87.0,Capim Macio,590000.0
apartment,4.0,5.0,2.0,True,True,True,True,True,172.0,Tirol,850000.0
apartment,3.0,5.0,4.0,True,False,True,True,True,208.0,Tirol,2400000.0
apartment,2.0,1.0,1.0,False,True,True,False,True,44.0,Planalto,122000.0
apartment,2.0,1.0,1.0,False,True,True,False,True,44.0,Planalto,122000.0
apartment,3.0,3.0,2.0,True,True,False,False,True,120.0,Lagoa Nova,520000.0
apartment,2.0,1.0,1.0,False,False,True,False,True,50.0,Pitimbu,118000.0
apartment,2.0,2.0,2.0,True,True,True,False,True,57.0,Pitimbu,195000.0
apartment,3.0,3.0,2.0,True,True,False,True,True,87.0,Candelaria,460000.0
apartment,4.0,4.0,4.0,True,True,False,False,True,240.0,Lagoa Nova,950000.0
apartment,2.0,2.0,1.0,True,True,True,True,True,60.0,Barro Vermelho,210000.0
apartment,1.0,5.0,3.0,False,False,False,False,False,245.0,Petropolis,1080000.0
apartment,4.0,4.0,4.0,True,True,True,False,True,333.0,Petropolis,2200000.0
apartment,2.0,2.0,2.0,True,True,True,True,True,55.0,Lagoa Nova,284497.0
apartment,3.0,2.0,1.0,False,True,True,True,True,83.0,Lagoa Nova,230000.0
apartment,4.0,3.0,2.0,True,True,True,False,True,136.0,Tirol,680000.0
apartment,2.0,2.0,1.0,False,False,False,False,False,58.0,da Esperanca,218800.0
apartment,4.0,4.0,4.0,True,True,True,False,True,289.0,Areia Preta,2500000.0
apartment,2.0,2.0,2.0,True,True,True,False,True,55.0,Barro Vermelho,220000.0
apartment,3.0,1.0,2.0,False,False,False,True,False,123.0,Candelaria,630000.0
apartment,2.0,2.0,2.0,False,True,False,True,False,123.0,Areia Preta,300000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,75.0,Ribeira,260000.0
apartment,2.0,2.0,1.0,True,True,True,True,True,67.0,Neopolis,290000.0
apartment,3.0,1.0,2.0,True,True,True,True,True,100.0,Capim Macio,512000.0
apartment,3.0,3.0,3.0,True,True,False,False,True,156.0,Lagoa Nova,750000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,110.0,Ponta Negra,590000.0
apartment,3.0,1.0,2.0,True,True,True,False,True,98.0,Lagoa Nova,300000.0
apartment,2.0,1.0,1.0,False,True,False,False,False,56.0,Ponta Negra,180000.0
apartment,2.0,1.0,1.0,False,False,False,False,False,56.0,Planalto,112000.0
apartment,2.0,2.0,1.0,True,True,True,False,False,64.0,Ponta Negra,250000.0
apartment,2.0,2.0,1.0,True,False,False,False,True,57.0,Tirol,330000.0
apartment,4.0,4.0,2.0,True,True,False,False,True,220.0,Petropolis,1000000.0
apartment,4.0,5.0,2.0,True,True,True,True,True,243.0,Capim Macio,525000.0
apartment,2.0,2.0,1.0,True,False,True,False,True,53.0,Planalto,130000.0
apartment,3.0,2.0,1.0,False,False,False,False,False,80.0,Tirol,120000.0
apartment,2.0,2.0,1.0,True,False,True,False,True,51.0,Barro Vermelho,195000.0
apartment,4.0,4.0,4.0,True,True,True,False,True,182.0,Tirol,1350000.0
apartment,4.0,3.0,2.0,True,True,True,False,True,123.0,Capim Macio,650000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,103.0,Petropolis,480000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,103.0,Tirol,490000.0
apartment,2.0,2.0,1.0,True,False,True,False,True,51.0,Barro Vermelho,195000.0
apartment,4.0,4.0,4.0,True,True,True,False,True,182.0,Tirol,1350000.0
apartment,4.0,3.0,2.0,True,True,True,False,True,123.0,Capim Macio,650000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,103.0,Petropolis,480000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,103.0,Tirol,490000.0
apartment,3.0,3.0,2.0,True,True,True,True,True,99.0,Tirol,520000.0
apartment,4.0,5.0,4.0,True,True,True,True,True,503.0,Petropolis,2200000.0
apartment,3.0,3.0,3.0,True,True,False,False,True,136.0,Alecrim,800000.0
apartment,2.0,1.0,1.0,True,True,True,False,True,58.0,Tirol,278900.0
apartment,2.0,2.0,2.0,True,True,True,False,True,58.0,Lagoa Nova,310000.0
apartment,2.0,1.0,1.0,True,False,True,False,False,56.0,Planalto,96000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,91.0,Capim Macio,475000.0
apartment,3.0,3.0,2.0,True,True,True,False,True,100.0,Ponta Negra,460000.0
apartment,4.0,4.0,4.0,True,True,True,False,True,503.0,Petropolis,4000000.0
apartment,3.0,3.0,2.0,True,True,True,False,True,105.0,Lagoa Nova,430000.0
apartment,4.0,5.0,3.0,False,False,False,False,False,400.0,Lagoa Nova,2500000.0
apartment,2.0,2.0,1.0,True,True,True,True,True,54.0,Candelaria,230000.0
apartment,2.0,2.0,1.0,True,True,True,False,True,52.0,Candelaria,230000.0
apartment,4.0,5.0,2.0,True,True,True,True,True,224.0,Capim Macio,525000.0
apartment,2.0,2.0,1.0,True,True,True,True,True,89.0,Areia Preta,285000.0
apartment,4.0,2.0,3.0,False,False,False,False,False,110.0,Praia do Meio,199000.0
apartment,4.0,6.0,3.0,True,True,True,True,True,239.0,Petropolis,800000.0
apartment,4.0,4.0,4.0,True,True,True,False,True,279.0,Areia Preta,1750000.0
apartment,3.0,3.0,2.0,True,True,True,True,True,99.0,Tirol,520000.0
apartment,4.0,3.0,2.0,True,True,True,True,True,109.0,Capim Macio,499000.0
apartment,3.0,4.0,2.0,False,True,True,False,True,224.0,Capim Macio,525000.0
apartment,2.0,1.0,1.0,False,True,False,True,True,80.0,Petropolis,170000.0
apartment,4.0,4.0,4.0,False,False,False,True,False,280.0,Ponta Negra,1000000.0
apartment,3.0,4.0,3.0,True,True,True,True,True,155.0,Capim Macio,1198000.0
apartment,3.0,2.0,2.0,True,True,True,True,True,103.0,Petropolis,470000.0
apartment,4.0,5.0,4.0,False,True,False,True,True,223.0,Petropolis,600000.0
apartment,4.0,6.0,3.0,True,True,True,False,True,205.0,Tirol,1200000.0
apartment,3.0,3.0,2.0,True,True,True,True,True,100.0,Lagoa Nova,499000.0
apartment,4.0,5.0,4.0,False,True,False,True,True,235.0,Tirol,990000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,75.0,Ribeira,269000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,75.0,Ribeira,269000.0
apartment,3.0,2.0,1.0,False,False,False,True,False,80.0,Capim Macio,290000.0
apartment,3.0,3.0,2.0,True,True,True,False,True,128.0,Candelaria,630000.0
apartment,4.0,5.0,3.0,True,True,True,False,True,208.0,Petropolis,850000.0
apartment,2.0,2.0,1.0,True,False,True,True,True,49.0,Pitimbu,180000.0
apartment,2.0,2.0,1.0,True,True,True,True,True,58.0,Capim Macio,230000.0
apartment,3.0,3.0,2.0,True,True,True,True,True,85.0,Lagoa Nova,430000.0
apartment,2.0,1.0,1.0,True,True,True,False,True,46.0,Ponta Negra,175000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,109.0,Ponta Negra,500000.0
apartment,3.0,4.0,2.0,True,True,False,True,True,117.0,Lagoa Nova,680000.0
apartment,5.0,7.0,3.0,True,False,True,False,False,300.0,Ponta Negra,640000.0
apartment,3.0,5.0,2.0,True,True,False,True,False,123.0,Candelaria,650000.0
apartment,4.0,3.0,3.0,True,True,True,False,True,160.0,Lagoa Nova,800000.0
apartment,4.0,4.0,2.0,True,True,False,False,True,220.0,Lagoa Nova,800000.0
apartment,4.0,4.0,2.0,False,False,False,True,False,109.0,Capim Macio,560000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,75.0,Lagoa Nova,420000.0
apartment,1.0,1.0,1.0,False,True,False,True,False,34.0,Praia do Meio,160000.0
apartment,3.0,3.0,2.0,False,False,False,True,False,123.0,Lagoa Nova,600000.0
apartment,3.0,3.0,4.0,True,True,True,False,True,236.0,Areia Preta,1750000.0
apartment,4.0,6.0,4.0,False,True,False,False,True,260.0,Petropolis,600000.0
apartment,4.0,4.0,4.0,True,True,True,False,True,282.0,Areia Preta,2400000.0
apartment,3.0,3.0,2.0,True,True,True,False,True,118.0,Lagoa Nova,650000.0
apartment,3.0,3.0,2.0,True,True,True,False,True,98.0,Tirol,559000.0
apartment,3.0,5.0,3.0,True,True,True,True,True,117.0,Tirol,689000.0
apartment,3.0,2.0,1.0,False,False,True,False,True,80.0,Capim Macio,220000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,75.0,da Esperanca,270697.0
apartment,4.0,4.0,2.0,True,True,True,False,True,109.0,Capim Macio,530000.0
apartment,4.0,4.0,2.0,True,True,True,False,True,130.0,Tirol,830000.0
apartment,3.0,1.0,1.0,True,True,True,True,True,130.0,Lagoa Nova,730000.0
apartment,3.0,3.0,2.0,False,True,False,False,True,207.0,Capim Macio,650000.0
apartment,2.0,1.0,1.0,True,True,True,True,True,58.0,Capim Macio,272000.0
apartment,2.0,2.0,1.0,False,False,False,False,False,58.0,Lagoa Nova,280000.0
apartment,3.0,3.0,2.0,False,True,False,False,False,160.0,Cidade Alta,650000.0
apartment,3.0,3.0,2.0,True,True,False,True,False,93.0,Ponta Negra,499000.0
apartment,3.0,3.0,2.0,False,False,False,False,False,96.0,Candelaria,550000.0
apartment,4.0,5.0,3.0,True,True,True,True,True,160.0,Lagoa Nova,750000.0
apartment,4.0,5.0,3.0,True,True,True,True,True,160.0,Lagoa Nova,750000.0
apartment,3.0,4.0,2.0,True,False,True,False,False,128.0,Lagoa Nova,650000.0
apartment,4.0,2.0,4.0,True,True,True,True,True,279.0,Areia Preta,1820000.0
apartment,3.0,3.0,2.0,True,True,True,True,True,99.0,Tirol,450000.0
apartment,3.0,3.0,2.0,True,True,True,False,True,98.0,Tirol,510000.0
apartment,4.0,4.0,4.0,True,True,True,False,True,182.0,Tirol,1350000.0
apartment,2.0,1.0,1.0,True,False,True,False,True,55.0,Pajucara,130000.0
apartment,3.0,2.0,2.0,True,False,True,False,True,87.0,Neopolis,376950.0
apartment,3.0,2.0,1.0,False,False,True,False,True,94.0,Candelaria,240000.0
apartment,3.0,3.0,2.0,True,True,False,False,True,136.0,Tirol,699000.0
apartment,4.0,4.0,3.0,True,True,True,False,True,170.0,Alecrim,750000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,104.0,Tirol,680000.0
apartment,2.0,2.0,1.0,False,False,False,False,False,56.0,Ponta Negra,250000.0
apartment,3.0,2.0,2.0,False,False,True,False,True,72.0,Candelaria,195000.0
apartment,4.0,5.0,3.0,True,True,True,True,True,136.0,Lagoa Nova,790000.0
apartment,3.0,2.0,2.0,True,True,True,True,True,96.0,Capim Macio,450000.0
apartment,4.0,4.0,4.0,True,True,True,False,True,282.0,Areia Preta,2400000.0
apartment,1.0,1.0,1.0,False,True,False,True,False,46.0,Praia do Meio,190000.0
apartment,3.0,1.0,3.0,True,True,True,True,True,115.0,Lagoa Nova,800000.0
apartment,3.0,3.0,2.0,True,False,True,False,True,100.0,Barro Vermelho,500000.0
apartment,3.0,3.0,2.0,True,True,True,False,False,100.0,Lagoa Nova,365000.0
apartment,2.0,2.0,1.0,True,False,True,True,True,55.0,Lagoa Nova,230000.0
apartment,2.0,2.0,2.0,True,True,True,True,True,68.0,Capim Macio,439000.0
apartment,2.0,2.0,2.0,False,False,False,False,False,110.0,Tirol,145000.0
apartment,3.0,5.0,2.0,True,True,False,True,True,103.0,Lagoa Nova,500000.0
apartment,4.0,6.0,4.0,True,True,True,True,True,480.0,Petropolis,5628000.0
apartment,3.0,3.0,1.0,True,True,True,False,False,131.0,Ponta Negra,549000.0
apartment,4.0,3.0,2.0,True,True,True,False,True,120.0,Capim Macio,650000.0
apartment,3.0,4.0,2.0,False,False,False,False,False,103.0,Candelaria,340000.0
apartment,3.0,3.0,2.0,True,True,True,True,True,100.0,Lagoa Nova,499000.0
apartment,3.0,1.0,2.0,True,True,True,True,True,98.0,Lagoa Nova,490000.0
apartment,2.0,2.0,1.0,True,True,True,False,True,55.0,Candelaria,255000.0
apartment,3.0,1.0,2.0,True,True,True,True,True,104.0,Petropolis,600000.0
apartment,3.0,2.0,2.0,True,True,True,False,True,96.0,Ponta Negra,350000.0
apartment,2.0,2.0,1.0,False,False,False,False,False,53.0,Ponta Negra,230000.0
apartment,3.0,3.0,2.0,True,True,False,True,True,97.0,Tirol,420000.0
apartment,2.0,2.0,1.0,False,False,False,False,False,53.0,Ponta Negra,230000.0
apartment,3.0,3.0,2.0,True,True,False,True,True,97.0,Tirol,420000.0
apartment,2.0,2.0,1.0,True,True,True,True,True,56.0,Capim Macio,280000.0
apartment,2.0,2.0,1.0,True,True,True,False,True,57.0,Pitimbu,210000.0
apartment,3.0,2.0,1.0,False,False,False,False,False,65.0,Capim Macio,200000.0
apartment,4.0,5.0,3.0,True,True,True,True,True,144.0,Tirol,1080000.0
apartment,3.0,3.0,2.0,True,True,True,False,True,96.0,Tirol,650000.0
apartment,4.0,5.0,4.0,True,True,True,True,True,236.0,Areia Preta,1750000.0
apartment,4.0,4.0,2.0,True,True,True,False,True,120.0,Capim Macio,616000.0
apartment,3.0,2.0,2.0,False,True,True,True,True,66.0,Capim Macio,299000.0
apartment,2.0,1.0,1.0,False,False,False,False,False,50.0,Planalto,122000.0
apartment,4.0,6.0,3.0,True,True,True,True,True,238.0,Lagoa Nova,940000.0
apartment,3.0,4.0,2.0,False,True,False,True,False,170.0,Tirol,530000.0
apartment,3.0,2.0,1.0,False,True,False,False,True,107.0,Lagoa Nova,230000.0
apartment,3.0,2.0,2.0,True,True,False,True,False,83.0,Capim Macio,370000.0
apartment,4.0,4.0,4.0,True,True,True,False,True,480.0,Ribeira,5400000.0
apartment,2.0,2.0,1.0,True,True,True,False,False,64.0,Ponta Negra,250000.0
